,Screener Defender,Season,Picks,Picks Per 100 Possessions,Possessions,Points Per Chance,Possessions (Total)
841,Domantas Sabonis,2016-17,15,0.461,15,1.000,3253
842,Wenyen Gabriel,2019-20,15,2.427,11,1.182,618
843,Juwan Morgan,2019-20,15,3.341,15,1.133,449
844,James Johnson,2020-21,15,0.688,11,0.364,2181
845,Donatas Motiejunas,2016-17,15,1.520,15,0.800,987
846,Sam Dekker,2017-18,15,0.819,15,1.000,1831
847,Cameron Oliver,2020-21,15,8.242,15,0.933,182
848,Darius Bazley,2019-20,15,0.578,14,1.071,2596
849,Al Horford,2013-14,15,0.800,14,1.071,1874
850,  Nene,2014-15,15,0.398,13,1.077,3766
851,Buddy Hield,2020-21,15,0.297,14,0.929,5045
852,Darrell Arthur,2013-14,15,0.641,15,1.200,2341
853,Joe Harris,2020-21,15,0.284,14,0.857,5288
854,Caleb Swanigan,2019-20,15,2.521,13,1.071,595
855,Luke Kornet,2020-21,15,2.046,14,0.800,733
856,Kris Humphries,2016-17,15,1.095,15,1.000,1370
857,Kevin Seraphin,2015-16,14,1.353,14,0.929,1035
858,Greg Monroe,2014-15,14,0.340,14,0.714,4114
859,David Nwaba,2018-19,14,0.716,13,1.154,1954
860,Khem Birch,2020-21,14,0.449,13,1.231,3117
861,Wilson Chandler,2017-18,14,0.299,14,1.214,4686
862,Kyle O'Quinn,2014-15,14,0.882,13,0.538,1587
863,Richard Jefferson,2016-17,14,0.392,14,0.714,3568
864,Tobias Harris,2020-21,14,0.277,13,0.846,5046
865,T.J. Leaf,2018-19,14,1.249,11,0.727,1121
866,Ivan Rabb,2017-18,14,1.358,14,0.571,1031
867,Zach Randolph,2014-15,14,0.276,13,0.692,5071
868,Quincy Acy,2017-18,14,0.524,14,0.714,2672
869,Dante Cunningham,2013-14,14,0.429,12,0.417,3260
870,Darius Bazley,2020-21,14,0.390,14,1.000,3589
871,Jason Smith,2013-14,14,0.876,13,1.000,1598
872,Elton Brand,2013-14,14,0.486,14,0.429,2879
873,Freddie Gillespie,2020-21,14,1.770,14,1.214,791
874,Nikola Mirotic,2014-15,14,0.403,14,0.857,3470
875,Nemanja Bjelica,2016-17,14,0.597,14,0.857,2344
876,  Nene,2013-14,14,0.387,12,0.917,3622
877,Alexis Ajinca,2016-17,14,1.183,14,1.071,1183
878,Zaza Pachulia,2014-15,14,0.396,12,0.667,3539
879,Sam Dekker,2018-19,14,0.876,13,0.615,1598
880,Solomon Hill,2016-17,14,0.288,12,0.500,4857
881,Jordan Hill,2015-16,14,0.469,14,1.214,2988
882,Mitch McGary,2014-15,14,1.410,14,0.429,993
883,Kevin Love,2018-19,14,1.144,14,0.429,1224
884,Wayne Selden,2018-19,14,0.476,14,1.500,2939
885,Nathan Knight,2020-21,14,2.385,14,0.786,587
886,Mamadi Diakite,2020-21,14,3.675,14,0.500,381
887,Davis Bertans,2016-17,14,0.774,12,1.083,1808
888,Rudy Gay,2014-15,14,0.292,11,1.182,4790
889,Brad Wanamaker,2019-20,14,0.415,11,1.091,3373
890,Michael Beasley,2016-17,14,0.726,14,0.857,1929
891,Jaylen Brown,2018-19,14,0.305,14,1.643,4593
892,Eric Gordon,2018-19,14,0.270,13,1.077,5191
893,Robert Williams III,2018-19,14,2.247,14,1.714,623
894,Robert Williams III,2019-20,14,1.262,12,0.667,1109
895,Donatas Motiejunas,2013-14,14,0.722,12,0.583,1939
896,John Collins,2017-18,14,0.396,13,1.214,3537
897,Paul Millsap,2017-18,14,0.613,11,1.000,2283
898,Pascal Siakam,2016-17,14,0.842,12,0.250,1662
899,Derrick Williams,2016-17,14,0.852,13,0.692,1643
900,Otto Porter Jr.,2016-17,14,0.229,14,1.429,6125
901,Jose Calderon,2013-14,14,0.271,14,0.786,5164
902,Jonas Jerebko,2017-18,14,0.586,14,1.000,2389
903,Tyler Zeller,2013-14,14,0.691,14,1.429,2026
904,Andre Iguodala,2016-17,14,0.281,12,0.583,4975
905,Tristan Thompson,2013-14,14,0.283,13,0.615,4949
906,Kevin Love,2013-14,14,0.245,14,0.857,5721
907,Alexis Ajinca,2014-15,14,0.770,11,0.727,1819
908,LaMarcus Aldridge,2020-21,14,1.020,14,1.286,1373
909,Johnathan Motley,2017-18,14,4.154,12,1.000,337
910,Chris Bosh,2014-15,14,0.483,12,0.750,2897
911,Markieff Morris,2019-20,13,0.410,13,1.308,3173
912,Hassan Whiteside,2020-21,13,1.141,11,1.182,1139
913,Tyler Zeller,2016-17,13,1.078,12,0.417,1206
914,Tobias Harris,2016-17,13,0.258,13,0.692,5045
915,Semi Ojeleye,2017-18,13,0.479,11,1.000,2716
916,Marshall Plumlee,2016-17,13,3.824,13,1.308,340
917,Willy Hernangomez,2020-21,13,0.730,10,0.900,1781
918,Alen Smailagic,2019-20,13,4.561,12,0.167,285
919,Derrick Jones Jr.,2019-20,13,0.431,11,1.091,3013
920,Tony Bradley,2020-21,13,0.920,13,0.692,1413
921,JJ Hickson,2015-16,13,1.477,12,0.667,880
922,Brandon Bass,2016-17,13,1.138,10,1.400,1142
923,Klay Thompson,2017-18,13,0.192,13,0.769,6766
924,Drew Eubanks,2019-20,13,2.203,11,1.364,590
925,Nick Collison,2013-14,13,0.434,12,1.250,2996
926,Nemanja Bjelica,2018-19,13,0.338,13,1.000,3844
927,Jarell Martin,2016-17,13,1.162,11,1.000,1119
928,Ivan Rabb,2018-19,13,0.901,11,1.000,1443
929,Derrick Williams,2014-15,13,0.444,13,0.462,2929
930,James Ennis III,2018-19,13,0.434,11,0.364,2994
931,Enes Freedom,2013-14,13,0.323,12,0.833,4020
932,Greg Stiemsma,2013-14,13,0.682,11,1.182,1906
933,Harry Giles III,2020-21,13,1.776,12,1.000,732
934,Bruce Brown,2020-21,13,0.367,12,0.917,3538
935,DeJuan Blair,2013-14,13,0.504,12,1.083,2579
936,Markieff Morris,2013-14,13,0.305,12,0.667,4267
937,Jeremy Lamb,2018-19,13,0.285,13,1.154,4569
938,Torrey Craig,2020-21,13,0.603,12,0.833,2155
939,Cole Aldrich,2016-17,13,1.233,12,1.000,1054
940,Robert Sacre,2013-14,13,0.578,12,0.667,2248
941,Kawhi Leonard,2019-20,13,0.268,13,0.692,4842
942,Luke Kornet,2019-20,13,1.135,13,0.692,1145
943,Michael Beasley,2014-15,13,1.325,12,0.417,981
944,Lucas Nogueira,2016-17,13,0.617,10,1.200,2108
945,Aaron Gordon,2017-18,13,0.331,12,0.667,3924
946,Marcus Smart,2017-18,13,0.327,10,0.636,3973
947,Trey Lyles,2015-16,13,0.503,12,1.167,2586
948,James Harden,2016-17,13,0.188,11,0.545,6911
949,Nicolas Batum,2018-19,13,0.271,13,1.000,4804
950,Kelly Olynyk,2019-20,13,0.409,12,1.417,3179
951,Thomas Bryant,2020-21,13,2.181,12,0.833,596
952,Jonas Valanciunas,2020-21,13,0.316,11,1.000,4113
953,James Johnson,2017-18,13,0.313,13,0.923,4151
954,Dakari Johnson,2017-18,13,4.514,13,0.846,288
955,Monta Ellis,2013-14,13,0.204,12,1.000,6371
956,Rudy Gobert,2020-21,13,0.248,12,1.167,5242
957,Pero Antic,2013-14,13,0.632,12,0.917,2057
958,Marcus Smart,2020-21,13,0.349,11,0.818,3721
959,Josh Hart,2018-19,13,0.352,12,0.615,3697
960,Ed Davis,2018-19,13,0.423,12,0.667,3070
961,Josh Jackson,2018-19,13,0.313,12,0.917,4157
962,Montrezl Harrell,2015-16,12,1.493,12,0.750,804
963,Chris Andersen,2016-17,12,5.357,11,0.909,224
964,James Johnson,2016-17,12,0.290,11,1.182,4135
965,Salah Mejri,2015-16,12,1.320,10,0.400,909
966,Otto Porter Jr.,2017-18,12,0.233,11,0.818,5154
967,Jason Smith,2014-15,12,0.358,12,1.000,3352
968,Otto Porter Jr.,2018-19,12,0.345,11,1.000,3482
969,Zach Randolph,2013-14,12,0.221,12,0.667,5429
970,Robert Covington,2015-16,12,0.311,11,1.273,3861
971,Tyler Hansbrough,2013-14,12,0.634,12,0.833,1892
972,Jared Dudley,2014-15,12,0.343,10,0.818,3497
973,Jonas Jerebko,2015-16,12,0.442,11,0.818,2715
974,Andre Iguodala,2018-19,12,0.263,10,0.900,4571
975,Gorgui Dieng,2013-14,12,0.742,10,1.400,1617
976,Gary Clark,2019-20,12,0.800,11,0.818,1500
977,Bismack Biyombo,2014-15,12,0.508,10,0.300,2361
978,Justin Patton,2020-21,12,2.330,10,0.800,515
979,Pat Connaughton,2020-21,12,0.270,12,0.833,4447
980,Quincy Acy,2014-15,12,0.495,10,0.200,2424
981,Thon Maker,2018-19,12,0.559,11,1.000,2147
982,Fred VanVleet,2019-20,12,0.247,12,0.750,4853
983,Gary Clark,2018-19,12,0.929,11,0.636,1292
984,Willie Reed,2015-16,12,1.430,12,1.250,839
985,Duncan Robinson,2020-21,12,0.255,12,1.333,4700
986,Michael Beasley,2013-14,12,0.739,11,1.364,1624
987,Jahlil Okafor,2019-20,12,1.222,12,1.083,982
988,Patrick Patterson,2015-16,12,0.248,12,1.083,4835
989,Kosta Koufos,2013-14,12,0.460,10,1.000,2609
990,Blake Griffin,2018-19,12,0.222,12,0.667,5409
991,Shane Battier,2013-14,12,0.379,12,0.500,3163
992,Cheick Diallo,2017-18,12,0.917,11,1.182,1309
993,Glenn Robinson III,2019-20,12,0.324,11,1.636,3699
994,Chase Budinger,2014-15,12,0.474,11,0.273,2534
995,Vince Carter,2018-19,12,0.417,11,0.636,2880
996,Isaac Bonga,2019-20,12,0.454,12,0.833,2646
997,Georgios Papagiannis,2016-17,12,1.732,12,0.750,693
998,Kelly Olynyk,2014-15,12,0.415,10,0.600,2895
999,Bojan Bogdanovic,2020-21,12,0.226,12,0.583,5311
1000,Kostas Papanikolaou,2014-15,12,0.764,12,0.500,1570
1001,Michael Beasley,2015-16,12,1.326,12,0.750,905
1002,P.J. Tucker,2015-16,12,0.234,12,0.667,5128
1003,Marc Gasol,2019-20,12,0.417,11,1.182,2876
1004,Nikola Vucevic,2013-14,12,0.341,12,0.750,3517
1005,Wesley Johnson,2015-16,12,0.345,11,0.727,3476
1006,Greg Smith,2014-15,12,1.678,12,1.167,715
1007,Nemanja Bjelica,2015-16,12,0.562,11,0.727,2136
1008,Joel Embiid,2020-21,12,0.299,11,1.455,4020
1009,Shaun Livingston,2016-17,12,0.381,12,0.750,3148
1010,Nikola Pekovic,2013-14,12,0.357,12,0.750,3366
1011,Klay Thompson,2018-19,12,0.166,12,0.917,7218
1012,Mike Scott,2020-21,12,0.656,10,0.700,1830
1013,Alex Len,2014-15,12,0.391,12,1.583,3071
1014,Lou Amundson,2014-15,12,0.679,12,0.750,1767
1015,Rashard Lewis,2013-14,12,0.502,11,0.727,2392
1016,Ersan Ilyasova,2015-16,12,0.321,12,0.833,3743
1017,Kyle Anderson,2019-20,12,0.415,10,1.400,2889
1018,Clint Capela,2014-15,12,2.614,12,0.750,459
1019,Nikola Mirotic,2018-19,12,0.361,12,0.917,3325
1020,Klay Thompson,2016-17,12,0.179,12,1.083,6686
1021,Festus Ezeli,2014-15,11,0.793,11,0.818,1388
1022,Georges Niang,2020-21,11,0.417,9,0.889,2641
1023,Brad Wanamaker,2020-21,11,0.508,11,1.182,2164
1024,Brandon Knight,2013-14,11,0.239,11,1.455,4603
1025,Carlos Boozer,2014-15,11,0.329,9,0.556,3342
1026,Josh Richardson,2018-19,11,0.214,11,1.273,5145
1027,Jonas Valanciunas,2014-15,11,0.260,11,0.818,4228
1028,Jeff Withey,2013-14,11,0.835,11,0.455,1318
1029,Deni Avdija,2020-21,11,0.404,11,1.091,2724
1030,Ben McLemore,2019-20,11,0.297,10,0.900,3709
1031,Derrick Favors,2013-14,11,0.264,11,1.364,4167
1032,Tobias Harris,2017-18,11,0.205,10,0.400,5363
1033,Mike Muscala,2015-16,11,0.889,11,1.091,1238
1034,OG Anunoby,2017-18,11,0.315,10,1.100,3490
1035,Kendrick Perkins,2015-16,11,1.006,9,1.667,1093
1036,Nick Collison,2014-15,11,0.512,9,0.700,2147
1037,Marvin Williams,2017-18,11,0.269,11,0.727,4095
1038,Channing Frye,2014-15,11,0.305,11,1.000,3610
1039,Jordan Clarkson,2018-19,11,0.248,11,1.000,4444
1040,Myles Turner,2015-16,11,0.350,10,0.500,3146
1041,Giannis Antetokounmpo,2014-15,11,0.210,11,1.000,5250
1042,Robert Covington,2014-15,11,0.286,11,0.909,3841
1043,Dorell Wright,2013-14,11,0.518,11,0.818,2124
1044,Jeff Withey,2016-17,11,1.240,10,0.500,887
1045,Brandon Ingram,2018-19,11,0.294,9,0.778,3742
1046,John Henson,2014-15,11,0.419,11,0.818,2628
1047,Khem Birch,2017-18,11,0.973,11,0.727,1130
1048,Timothe Luwawu-Cabarrot,2020-21,11,0.490,10,1.500,2243
1049,Donta Hall,2019-20,11,3.470,11,1.364,317
1050,Dragan Bender,2019-20,11,1.874,11,1.545,587
1051,Hollis Thompson,2015-16,11,0.253,9,1.000,4355
1052,Cody Martin,2020-21,11,0.635,10,1.200,1732
1053,Derrick Williams,2015-16,11,0.395,11,1.000,2788
1054,Udonis Haslem,2013-14,11,0.720,11,1.273,1528
1055,Henry Sims,2013-14,11,0.637,9,0.778,1727
1056,Jaden McDaniels,2020-21,11,0.347,10,0.500,3173
1057,LeBron James,2015-16,11,0.163,11,1.273,6763
1058,Ekpe Udoh,2013-14,11,0.728,11,1.182,1510
1059,Wilson Chandler,2014-15,11,0.224,10,0.500,4904
1060,Vince Carter,2019-20,11,0.598,9,0.444,1838
1061,Willy Hernangomez,2017-18,11,1.106,9,1.111,995
1062,Ryan Anderson,2013-14,11,0.715,10,0.800,1539
1063,Damian Jones,2017-18,11,5.473,10,1.182,201
1064,Anthony Davis,2020-21,11,0.402,10,0.700,2738
1065,Anthony Bennett,2014-15,11,0.624,11,1.000,1762
1066,Rudy Gay,2017-18,11,0.405,11,0.636,2719
1067,Dirk Nowitzki,2016-17,11,0.406,10,1.300,2711
1068,Ekpe Udoh,2018-19,11,1.592,10,0.900,691
1069,Boris Diaw,2014-15,11,0.261,11,0.636,4208
1070,Cole Aldrich,2013-14,11,1.741,10,0.600,632
1071,Hollis Thompson,2013-14,11,0.312,11,1.182,3528
1072,Kyle O'Quinn,2018-19,11,1.419,11,0.909,775
1073,Dirk Nowitzki,2018-19,11,0.688,11,0.909,1600
1074,Kevin Seraphin,2016-17,11,0.930,11,0.909,1183
1075,Aaron Gordon,2016-17,11,0.237,10,1.100,4645
1076,Ryan Hollins,2015-16,11,1.251,10,0.800,879
1077,Eric Gordon,2019-20,11,0.360,11,0.727,3058
1078,Andre Drummond,2013-14,11,0.215,10,1.100,5107
1079,Cheick Diallo,2018-19,11,0.568,10,1.100,1938
1080,Rudy Gay,2018-19,11,0.269,9,1.000,4082
1081,Hassan Whiteside,2014-15,11,0.509,10,0.900,2160
1082,Gordon Hayward,2020-21,11,0.357,10,1.200,3078
1083,Anthony Tolliver,2019-20,11,0.583,10,0.900,1888
1084,Dewayne Dedmon,2014-15,11,0.677,10,1.100,1625
1085,Brandon Davies,2013-14,11,0.954,10,0.700,1153
1086,Khris Middleton,2017-18,11,0.172,11,0.727,6389
1087,Hassan Whiteside,2015-16,11,0.237,10,0.400,4636
1088,Mirza Teletovic,2016-17,11,0.486,11,0.182,2264
1089,Kyle O'Quinn,2013-14,10,0.427,10,1.500,2340
1090,Shawn Long,2016-17,10,2.137,10,1.800,468
1091,Al-Farouq Aminu,2015-16,10,0.183,10,1.600,5462
1092,Keldon Johnson,2020-21,10,0.244,9,0.556,4094
1093,Al Jefferson,2014-15,10,0.262,10,0.700,3810
1094,Dorian Finney-Smith,2018-19,10,0.246,10,1.000,4065
1095,Brandon Ingram,2017-18,10,0.244,9,0.667,4105
1096,Zion Williamson,2019-20,10,0.688,8,1.125,1454
1097,Terance Mann,2020-21,10,0.301,9,0.889,3321
1098,Jarell Martin,2015-16,10,1.214,9,1.778,824
1099,Kawhi Leonard,2018-19,10,0.165,9,1.000,6049
1100,Caron Butler,2013-14,10,0.286,10,1.300,3500
1101,Nick Young,2017-18,10,0.306,10,1.400,3268
1102,DeMarre Carroll,2017-18,10,0.233,9,0.667,4292
1103,Maurice Ndour,2016-17,10,1.527,10,1.700,655
1104,P.J. Tucker,2014-15,10,0.212,10,1.300,4724
1105,Moritz Wagner,2020-21,10,0.647,10,0.900,1545
1106,Justin Hamilton,2014-15,10,0.739,10,1.000,1353
1107,Marreese Speights,2017-18,10,0.746,10,1.100,1341
1108,Michael Beasley,2017-18,10,0.307,10,0.500,3253
1109,Wesley Matthews,2015-16,10,0.183,10,0.700,5460
1110,Rondae Hollis-Jefferson,2020-21,10,3.472,9,0.667,288
1111,Nikola Vucevic,2018-19,10,0.191,9,1.111,5243
1112,Dwight Powell,2015-16,10,0.474,9,1.000,2110
1113,Kevin Durant,2015-16,10,0.151,9,0.889,6642
1114,Meyers Leonard,2019-20,10,0.464,10,0.500,2155
1115,Danuel House Jr.,2018-19,10,0.435,10,0.800,2300
1116,Jared Dudley,2015-16,10,0.235,10,1.400,4252
1117,Naz Reid,2019-20,10,0.943,10,1.000,1061
1118,Kristaps Porzingis,2017-18,10,0.322,10,1.400,3102
1119,Thaddeus Young,2017-18,10,0.178,10,1.400,5606
1120,Ben Simmons,2019-20,10,0.240,10,0.300,4173
1121,Boban Marjanovic,2017-18,10,1.456,9,0.667,687
1122,Andrew Wiggins,2020-21,10,0.194,8,0.625,5160
1123,Anthony Tolliver,2014-15,10,0.360,8,1.000,2776
1124,Paul Millsap,2014-15,10,0.174,10,0.700,5757
1125,Jonas Jerebko,2014-15,10,0.402,7,0.250,2490
1126,Jae Crowder,2019-20,10,0.190,10,1.200,5252
1127,Mikal Bridges,2020-21,10,0.163,10,0.800,6146
1128,Alfonzo McKinnie,2018-19,10,0.383,10,0.700,2609
1129,Carl Landry,2014-15,10,0.426,9,0.889,2345
1130,Glen Davis,2013-14,10,0.286,9,1.222,3500
1131,Aaron Gordon,2014-15,10,0.633,9,0.556,1580
1132,Anthony Lamb,2020-21,10,1.136,10,0.800,880
1133,Boban Marjanovic,2018-19,10,0.603,10,1.100,1659
1134,Collin Sexton,2018-19,10,0.191,10,1.700,5240
1135,David Nwaba,2020-21,10,0.698,10,1.300,1432
1136,Reggie Evans,2014-15,10,0.690,9,1.000,1449
1137,Dorian Finney-Smith,2020-21,10,0.228,10,1.000,4395
1138,LaMarcus Aldridge,2014-15,10,0.189,9,1.111,5283
1139,Deyonta Davis,2016-17,10,2.066,8,2.000,484
1140,Moritz Wagner,2019-20,10,0.552,9,0.778,1813
1141,Ryan Hollins,2014-15,10,1.145,8,0.250,873
1142,Zaza Pachulia,2013-14,10,0.399,9,1.111,2509
1143,Deron Williams,2015-16,10,0.238,10,0.800,4197
1144,Donatas Motiejunas,2015-16,10,0.771,10,0.900,1297
1145,Jermaine O'Neal,2013-14,10,0.543,9,1.667,1840
1146,Kemba Walker,2019-20,10,0.208,10,0.300,4816
1147,Jonas Jerebko,2016-17,10,0.367,10,1.200,2724
1148,Jeff Ayres,2014-15,10,1.321,9,0.556,757
1149,Nicolo Melli,2020-21,10,0.873,9,0.889,1145
1150,Jae Crowder,2018-19,10,0.212,10,0.900,4725
1151,Jerami Grant,2016-17,10,0.301,9,1.556,3322
1152,Bobby Portis,2016-17,10,0.456,8,0.500,2195
1153,Alec Peters,2017-18,10,2.227,10,0.900,449
1154,Markieff Morris,2015-16,10,0.304,9,0.889,3290
1155,Anthony Tolliver,2017-18,10,0.286,9,1.667,3498
1156,Tobias Harris,2019-20,10,0.188,9,1.000,5308
1157,Mikal Bridges,2018-19,9,0.179,8,0.500,5039
1158,Dwight Howard,2020-21,9,0.327,8,1.375,2755
1159,Josh Smith,2013-14,9,0.168,9,0.333,5370
1160,Kyle Kuzma,2020-21,9,0.211,8,1.000,4266
1161,Shaun Livingston,2018-19,9,0.341,8,0.500,2637
1162,Robert Covington,2017-18,9,0.157,8,1.500,5738
1163,Wilson Chandler,2018-19,9,0.359,9,1.000,2506
1164,Bojan Bogdanovic,2016-17,9,0.188,9,0.222,4795
1165,Joe Johnson,2015-16,9,0.145,9,1.111,6220
1166,Khris Middleton,2013-14,9,0.193,7,0.286,4673
1167,Kelly Olynyk,2013-14,9,0.331,9,1.222,2718
1168,Anthony Randolph,2013-14,9,0.826,8,1.375,1090
1169,Trevor Ariza,2018-19,9,0.187,9,1.333,4805
1170,John Wall,2020-21,9,0.336,9,0.889,2677
1171,Eric Gordon,2020-21,9,0.542,9,0.444,1659
1172,Taurean Prince,2019-20,9,0.232,9,0.556,3880
1173,Tyson Chandler,2019-20,9,1.891,9,1.111,476
1174,Richaun Holmes,2015-16,9,0.630,9,1.333,1428
1175,Joe Johnson,2016-17,9,0.219,9,1.222,4101
1176,Jabari Parker,2017-18,9,0.488,9,0.778,1843
1177,Carl Landry,2015-16,9,0.781,8,1.125,1153
1178,OG Anunoby,2018-19,9,0.318,8,2.250,2826
1179,Chris Paul,2018-19,9,0.198,8,0.250,4542
1180,Mike Muscala,2020-21,9,0.673,7,0.571,1338
1181,Javonte Green,2020-21,9,0.920,9,1.444,978
1182,Larry Nance Jr.,2020-21,9,0.413,8,0.750,2180
1183,Aron Baynes,2013-14,9,0.770,9,1.222,1169
1184,Drew Gooden,2014-15,9,0.449,9,0.667,2006
1185,Jon Leuer,2018-19,9,1.090,8,1.375,826
1186,Dragan Bender,2018-19,9,0.518,9,0.778,1737
1187,Austin Rivers,2019-20,9,0.234,8,0.500,3848
1188,Patrick Patterson,2013-14,9,0.280,9,0.222,3215
1189,Mario Hezonja,2018-19,9,0.368,9,1.889,2444
1190,Maurice Harkless,2016-17,9,0.193,9,1.333,4671
1191,Justin Anderson,2018-19,9,0.882,8,0.625,1020
1192,Brandon Ingram,2016-17,9,0.194,9,0.556,4632
1193,Jamil Wilson,2017-18,9,1.673,8,0.750,538
1194,Damion Lee,2020-21,9,0.402,8,1.000,2241
1195,Lance Stephenson,2018-19,9,0.374,8,1.375,2409
1196,Desmond Bane,2020-21,9,0.261,6,0.333,3444
1197,Maurice Harkless,2020-21,9,0.557,8,0.250,1617
1198,Lance Thomas,2015-16,9,0.349,9,0.889,2582
1199,JaMychal Green,2018-19,9,0.288,8,0.875,3124
1200,Devin Harris,2017-18,9,0.334,8,1.375,2698
1201,Goga Bitadze,2019-20,9,0.896,9,0.222,1004
1202,Danilo Gallinari,2017-18,9,0.678,8,0.889,1328
1203,Nick Collison,2015-16,9,0.591,9,1.222,1523
1204,Jeff Green,2015-16,9,0.193,9,1.333,4660
1205,Thomas Robinson,2015-16,9,0.496,6,0.833,1813
1206,De'Andre Hunter,2019-20,9,0.210,9,0.667,4291
1207,Jonas Valanciunas,2015-16,9,0.256,7,1.429,3519
1208,Matt Barnes,2016-17,9,0.247,8,1.000,3637
1209,Anderson Varejao,2014-15,9,0.747,8,0.500,1205
1210,Nikola Pekovic,2014-15,9,0.594,9,0.889,1516
1211,Miles Plumlee,2013-14,9,0.232,8,1.750,3878
1212,Solomon Hill,2015-16,9,0.424,8,0.125,2123
1213,Tarik Black,2014-15,9,0.400,9,0.667,2251
1214,Victor Claver,2013-14,9,2.452,7,1.000,367
1215,Kyle O'Quinn,2015-16,9,0.606,9,1.333,1486
1216,Khem Birch,2018-19,9,0.602,8,0.875,1495
1217,Kyle Lowry,2013-14,9,0.152,8,0.625,5923
1218,Danilo Gallinari,2014-15,9,0.317,8,1.000,2840
1219,Marcus Smart,2018-19,9,0.194,9,0.778,4639
1220,Chris Kaman,2014-15,9,0.324,9,0.889,2779
1221,Jarrell Brantley,2020-21,9,3.061,9,0.667,294
1222,Patrick Patterson,2016-17,9,0.258,9,0.889,3488
1223,Thomas Robinson,2014-15,9,0.564,8,1.000,1596
1224,Gerald Green,2016-17,9,0.627,9,1.222,1435
1225,Eric Gordon,2017-18,9,0.165,8,0.250,5463
1226,Kelly Oubre Jr.,2017-18,9,0.187,8,0.000,4808
1227,Paul George,2019-20,9,0.229,9,0.667,3936
1228,Nate Wolters,2013-14,9,0.369,9,0.667,2440
1229,Trevor Booker,2014-15,9,0.310,8,0.875,2905
1230,Klay Thompson,2013-14,9,0.147,9,0.778,6118
1231,Daniel Oturu,2020-21,9,2.663,9,0.222,338
1232,Lauri Markkanen,2020-21,9,0.334,9,1.444,2694
1233,Hassan Whiteside,2016-17,9,0.183,9,1.444,4907
1234,Tiago Splitter,2015-16,9,0.777,9,0.222,1158
1235,Metta World Peace,2013-14,9,1.195,8,0.500,753
1236,Malik Monk,2020-21,9,0.485,9,1.000,1855
1237,Jarred Vanderbilt,2019-20,9,9.091,9,0.778,99
1238,Larry Nance Jr.,2015-16,9,0.363,9,0.778,2480
1239,Jayson Tatum,2017-18,9,0.151,9,0.444,5977
1240,Skal Labissiere,2019-20,9,0.756,8,0.000,1190
1241,Luka Doncic,2020-21,9,0.176,9,0.889,5120
1242,Justin Jackson,2019-20,9,0.418,9,0.778,2155
1243,Salah Mejri,2016-17,9,0.539,8,1.250,1671
1244,LeBron James,2013-14,8,0.117,8,0.500,6857
1245,Jabari Parker,2016-17,8,0.234,7,0.714,3416
1246,Frank Kaminsky,2017-18,8,0.218,8,1.625,3674
1247,Rodney Hood,2020-21,8,0.418,5,0.000,1913
1248,Juancho Hernangomez,2019-20,8,0.450,8,1.625,1779
1249,D.J. Wilson,2018-19,8,0.404,6,1.667,1980
1250,Chandler Parsons,2014-15,8,0.181,6,1.333,4408
1251,Nicolas Batum,2019-20,8,0.854,8,0.750,937
1252,LaMarcus Aldridge,2013-14,8,0.139,7,1.000,5771
1253,Alize Johnson,2020-21,8,1.831,8,0.375,437
1254,Patty Mills,2016-17,8,0.185,7,1.286,4333
1255,Shaun Livingston,2017-18,8,0.264,8,1.125,3030
1256,Trevor Ariza,2017-18,8,0.140,7,1.571,5730
1257,Andrew Nicholson,2016-17,8,1.189,7,0.000,673
1258,Anthony Tolliver,2016-17,8,0.274,7,0.571,2916
1259,Bojan Bogdanovic,2014-15,8,0.201,8,1.750,3984
1260,Dante Cunningham,2014-15,8,0.245,6,0.667,3266
1261,Andrei Kirilenko,2013-14,8,0.436,6,0.833,1834
1262,Andrew Wiggins,2019-20,8,0.205,7,1.000,3906
