,Screener Defender,Season,Picks,Picks Per 100 Possessions,Possessions,Points Per Chance,Possessions (Total)
1263,Landry Shamet,2020-21,8,0.244,8,0.500,3285
1264,Hassan Whiteside,2017-18,8,0.275,8,0.625,2905
1265,Reggie Jackson,2020-21,8,0.185,8,0.875,4318
1266,Nikola Mirotic,2015-16,8,0.245,8,0.750,3270
1267,Ersan Ilyasova,2020-21,8,2.676,7,0.714,299
1268,Davis Bertans,2017-18,8,0.348,7,1.000,2297
1269,Charlie Villanueva,2014-15,8,0.539,8,1.000,1484
1270,Al-Farouq Aminu,2013-14,8,0.202,8,0.750,3958
1271,Al Jefferson,2016-17,8,0.440,7,0.857,1817
1272,Andrew Bogut,2017-18,8,1.786,7,1.714,448
1273,Goran Dragic,2020-21,8,0.275,7,0.714,2906
1274,Nemanja Bjelica,2017-18,8,0.281,7,0.286,2850
1275,JaVale McGee,2015-16,8,1.067,7,0.571,750
1276,Marcus Smart,2016-17,8,0.135,8,0.500,5906
1277,Deonte Burton,2018-19,8,1.566,7,1.429,511
1278,Alex Poythress,2018-19,8,1.212,8,0.500,660
1279,Andrea Bargnani,2014-15,8,0.531,8,1.000,1506
1280,Anthony Gill,2020-21,8,1.487,8,0.875,538
1281,Wendell Carter Jr.,2020-21,8,0.284,8,0.625,2816
1282,Ben Simmons,2020-21,8,0.168,8,1.375,4751
1283,Wes Iwundu,2017-18,8,0.397,8,1.250,2016
1284,Guerschon Yabusele,2018-19,8,1.460,8,1.125,548
1285,Bruno Fernando,2020-21,8,1.639,8,1.250,488
1286,Paul Pierce,2015-16,8,0.318,8,0.875,2515
1287,Josh Harrellson,2013-14,8,1.299,6,0.857,616
1288,Cam Reddish,2019-20,8,0.239,7,1.143,3351
1289,Tomas Satoransky,2017-18,8,0.237,6,0.333,3382
1290,Kent Bazemore,2020-21,8,0.273,8,0.375,2926
1291,Nemanja Bjelica,2020-21,8,0.633,8,2.000,1263
1292,Nick Richards,2020-21,8,6.107,7,1.000,131
1293,Omri Casspi,2017-18,8,0.522,8,0.750,1532
1294,Sterling Brown,2020-21,8,0.314,7,1.286,2547
1295,Christian Wood,2018-19,8,1.447,8,1.250,553
1296,Jeff Withey,2014-15,8,1.603,8,1.250,499
1297,Eric Bledsoe,2018-19,8,0.140,8,1.125,5725
1298,Kyrie Irving,2020-21,8,0.175,6,1.000,4577
1299,Trevor Ariza,2014-15,8,0.113,8,0.750,7111
1300,Devin Booker,2018-19,8,0.171,8,1.375,4679
1301,Byron Mullens,2013-14,8,0.963,8,1.000,831
1302,Cristiano Felicio,2015-16,8,1.280,7,0.714,625
1303,Perry Jones III,2013-14,8,0.500,8,0.875,1600
1304,Ian Mahinmi,2013-14,8,0.280,8,0.625,2857
1305,Andrew Bogut,2013-14,8,0.229,8,0.625,3487
1306,James Harden,2015-16,8,0.120,8,0.500,6681
1307,Chandler Parsons,2017-18,8,0.589,6,0.833,1359
1308,Khris Middleton,2020-21,8,0.120,8,1.250,6656
1309,Rudy Gay,2015-16,8,0.165,8,0.250,4850
1310,Semi Ojeleye,2018-19,8,0.612,8,1.250,1307
1311,Fred VanVleet,2020-21,8,0.208,8,0.875,3855
1312,Maurice Harkless,2019-20,8,0.264,8,0.000,3025
1313,T.J. Warren,2018-19,8,0.283,7,1.286,2831
1314,Kevin Seraphin,2013-14,8,0.723,7,0.429,1107
1315,Derrick Jones Jr.,2020-21,8,0.293,8,1.000,2731
1316,Gerald Green,2018-19,8,0.251,6,1.167,3193
1317,Jimmy Butler,2018-19,8,0.150,7,1.000,5350
1318,Matt Barnes,2015-16,8,0.176,8,0.500,4533
1319,Kenrich Williams,2019-20,8,0.455,8,0.250,1759
1320,Miles Plumlee,2018-19,8,2.156,7,0.429,371
1321,Jae Crowder,2013-14,7,0.266,6,0.500,2628
1322,Devin Booker,2016-17,7,0.127,7,1.429,5509
1323,Andrew Nicholson,2013-14,7,0.309,7,1.000,2264
1324,Nassir Little,2020-21,7,0.537,7,1.143,1303
1325,Terry Rozier,2019-20,7,0.167,7,0.714,4186
1326,Dante Cunningham,2018-19,7,0.362,6,0.333,1936
1327,Shawn Marion,2014-15,7,0.331,6,1.167,2118
1328,Norman Powell,2020-21,7,0.140,6,0.000,4992
1329,RJ Barrett,2020-21,7,0.131,6,1.667,5327
1330,Jalen Brunson,2020-21,7,0.193,7,1.286,3625
1331,Chris Silva,2020-21,7,3.608,7,0.857,194
1332,Al Horford,2020-21,7,0.436,6,1.833,1604
1333,Andrea Bargnani,2015-16,7,0.563,6,1.167,1243
1334,Kyle Lowry,2020-21,7,0.212,7,1.000,3307
1335,Boris Diaw,2013-14,7,0.138,6,0.833,5076
1336,Carmelo Anthony,2016-17,7,0.139,7,1.143,5036
1337,Tomas Satoransky,2018-19,7,0.157,7,0.857,4456
1338,Andre Iguodala,2015-16,7,0.137,5,0.400,5128
1339,Gary Neal,2013-14,7,0.309,7,1.143,2266
1340,Rodney Hood,2017-18,7,0.188,7,0.857,3714
1341,Jalen Smith,2020-21,7,1.955,6,1.833,358
1342,Darrell Arthur,2017-18,7,2.397,7,1.000,292
1343,James Johnson,2018-19,7,0.296,6,0.500,2363
1344,Devonte' Graham,2019-20,7,0.163,6,1.333,4306
1345,Georges Niang,2019-20,7,0.331,7,0.857,2115
1346,Jae Crowder,2014-15,7,0.202,6,0.833,3473
1347,Ryan Kelly,2014-15,7,0.297,7,0.857,2357
1348,Kent Bazemore,2019-20,7,0.197,7,0.714,3550
1349,Will Barton,2017-18,7,0.130,7,0.429,5375
1350,Jae Crowder,2015-16,7,0.138,7,1.286,5061
1351,Cory Joseph,2020-21,7,0.235,7,1.429,2983
1352,Shaun Livingston,2015-16,7,0.171,7,1.429,4101
1353,JJ Redick,2018-19,7,0.122,7,1.143,5736
1354,Spencer Dinwiddie,2018-19,7,0.164,7,1.000,4256
1355,Iman Shumpert,2018-19,7,0.208,7,0.571,3364
1356,Jon Leuer,2014-15,7,0.435,6,1.333,1610
1357,Anthony Tolliver,2018-19,7,0.315,7,0.714,2225
1358,Joe Johnson,2014-15,7,0.121,7,1.000,5808
1359,Cedi Osman,2019-20,7,0.179,7,1.429,3911
1360,Trevor Ariza,2016-17,7,0.107,7,1.286,6548
1361,Kyle Lowry,2018-19,7,0.110,6,1.167,6364
1362,Omer Asik,2016-17,7,0.716,7,1.286,977
1363,Brandon Ingram,2019-20,7,0.155,7,0.000,4522
1364,Michael Kidd-Gilchrist,2019-20,7,1.029,6,1.333,680
1365,Shaun Livingston,2013-14,7,0.167,7,1.000,4204
1366,Luol Deng,2016-17,7,0.232,7,1.000,3020
1367,DeMar DeRozan,2018-19,7,0.118,7,1.143,5917
1368,Anthony Edwards,2020-21,7,0.144,7,1.286,4849
1369,Jimmy Butler,2016-17,7,0.117,7,1.429,5997
1370,Lamar Stevens,2020-21,7,0.685,7,1.000,1022
1371,Chuck Hayes,2013-14,7,0.479,6,0.333,1462
1372,Udonis Haslem,2015-16,7,1.057,7,1.429,662
1373,Fred VanVleet,2018-19,7,0.148,7,0.714,4744
1374,Adreian Payne,2014-15,7,0.492,7,0.857,1424
1375,Doug McDermott,2020-21,7,0.199,7,0.714,3519
1376,Miles Plumlee,2015-16,7,0.411,7,1.000,1702
1377,Johnny O'Bryant III,2015-16,7,0.428,7,0.571,1636
1378,Jarred Vanderbilt,2018-19,7,4.487,7,0.714,156
1379,Wesley Johnson,2016-17,7,0.425,6,0.667,1647
1380,Thabo Sefolosha,2017-18,7,0.438,7,1.571,1600
1381,Ryan Kelly,2015-16,7,0.740,7,0.000,946
1382,Mindaugas Kuzminskas,2016-17,7,0.346,6,1.333,2026
1383,Russell Westbrook,2020-21,7,0.122,6,1.833,5738
1384,DeAndre' Bembry,2020-21,7,0.351,7,0.429,1995
1385,Trey Lyles,2020-21,7,0.971,7,1.143,721
1386,Trevor Ariza,2015-16,7,0.115,6,1.500,6097
1387,Marvin Williams,2015-16,7,0.140,6,1.000,5015
1388,Robert Covington,2016-17,7,0.161,6,1.000,4351
1389,Juancho Hernangomez,2018-19,7,0.253,6,1.167,2768
1390,DeMar DeRozan,2020-21,7,0.163,7,0.714,4291
1391,Bojan Bogdanovic,2019-20,7,0.165,7,0.286,4231
1392,Boban Marjanovic,2020-21,7,0.989,5,1.400,708
1393,Vlatko Cancar,2020-21,7,1.099,7,0.714,637
1394,Bojan Bogdanovic,2017-18,7,0.130,7,0.571,5369
1395,Stephen Curry,2018-19,7,0.105,7,0.714,6698
1396,Deron Williams,2016-17,7,0.193,7,0.714,3629
1397,Sasha Kaun,2015-16,7,3.743,7,0.714,187
1398,Mario Hezonja,2019-20,7,0.349,7,1.571,2004
1399,JaKarr Sampson,2014-15,7,0.302,7,1.286,2317
1400,Brandon Rush,2015-16,7,0.292,6,0.833,2400
1401,Boban Marjanovic,2019-20,7,0.678,7,1.286,1033
1402,Ed Davis,2019-20,7,1.135,7,1.571,617
1403,Jrue Holiday,2016-17,7,0.158,7,0.714,4435
1404,Patrick Beverley,2020-21,7,0.306,6,0.833,2291
1405,Trey Lyles,2016-17,7,0.315,6,0.333,2224
1406,Robbie Hummel,2014-15,7,0.490,7,1.143,1429
1407,Drew Eubanks,2018-19,7,3.084,7,0.714,227
1408,Mo Bamba,2020-21,7,0.472,7,0.857,1483
1409,Damian Jones,2016-17,7,3.302,6,0.833,212
1410,Meyers Leonard,2018-19,7,0.330,7,0.286,2120
1411,Omri Casspi,2015-16,7,0.180,6,0.571,3897
1412,Robert Sacre,2015-16,7,1.097,7,1.429,638
1413,Roy Hibbert,2013-14,7,0.126,7,0.286,5535
1414,Nic Claxton,2019-20,7,1.772,7,1.429,395
1415,Chris McCullough,2015-16,7,0.966,7,1.286,725
1416,Kevin Knox II,2019-20,7,0.291,7,0.571,2407
1417,Andre Iguodala,2017-18,7,0.169,7,1.000,4135
1418,Caleb Martin,2020-21,7,0.418,7,1.286,1673
1419,Paul Zipser,2017-18,7,0.433,6,1.000,1617
1420,Dwyane Wade,2017-18,7,0.206,6,0.833,3405
1421,Matt Barnes,2014-15,7,0.132,7,0.429,5311
1422,Marcus Derrickson,2018-19,6,4.478,6,1.333,134
1423,DeMarre Carroll,2019-20,6,0.951,6,0.333,631
1424,Kentavious Caldwell-Pope,2018-19,6,0.139,6,1.000,4312
1425,JR Smith,2017-18,6,0.102,6,0.500,5883
1426,Jared Dudley,2016-17,6,0.214,5,0.800,2801
1427,Chinanu Onuaku,2016-17,6,5.505,5,0.400,109
1428,Troy Brown Jr.,2018-19,6,0.399,5,0.800,1505
1429,Chandler Parsons,2015-16,6,0.171,6,0.667,3517
1430,Tyler Herro,2020-21,6,0.173,4,0.500,3472
1431,Jeff Ayres,2013-14,6,0.300,5,0.800,2001
1432,Nick Young,2016-17,6,0.189,6,1.167,3171
1433,Tyler Lydon,2018-19,6,3.141,6,0.333,191
1434,Zach Collins,2019-20,6,0.980,5,1.400,612
1435,Treveon Graham,2019-20,6,0.305,6,0.833,1967
1436,Marco Belinelli,2017-18,6,0.135,6,1.000,4452
1437,Bradley Beal,2019-20,6,0.138,6,0.833,4362
1438,CJ McCollum,2019-20,6,0.104,6,0.500,5768
1439,Ersan Ilyasova,2019-20,6,0.275,6,0.833,2181
1440,Jabari Parker,2020-21,6,1.336,6,0.833,449
1441,Marco Belinelli,2014-15,6,0.205,6,1.333,2924
1442,Tyreke Evans,2017-18,6,0.192,6,0.333,3125
1443,Brice Johnson,2017-18,6,2.941,6,0.667,204
1444,Jeff Green,2016-17,6,0.198,6,1.500,3032
1445,Isaac Humphries,2018-19,6,4.724,5,0.800,127
1446,Dejounte Murray,2020-21,6,0.135,6,0.000,4453
1447,Alec Burks,2019-20,6,0.158,6,0.667,3809
1448,Patty Mills,2018-19,6,0.141,6,0.500,4270
1449,Will Barton,2015-16,6,0.129,4,0.750,4658
1450,Shai Gilgeous-Alexander,2019-20,6,0.108,6,1.333,5531
1451,Luis Scola,2016-17,6,0.651,6,1.000,922
1452,Jonas Jerebko,2013-14,6,0.417,6,1.000,1440
1453,Andre Iguodala,2013-14,6,0.133,6,0.667,4502
1454,Jeff Withey,2015-16,6,0.491,6,0.667,1223
1455,Cedi Osman,2017-18,6,0.405,6,1.500,1480
1456,Nigel Hayes,2017-18,6,2.632,5,0.600,228
1457,Greg Monroe,2018-19,6,0.499,5,1.400,1202
1458,Cody Zeller,2017-18,6,0.472,6,1.000,1271
1459,Danny Green,2019-20,6,0.131,6,0.333,4566
1460,Obi Toppin,2020-21,6,0.407,6,1.000,1473
1461,Jakob Poeltl,2016-17,6,0.476,5,1.400,1260
1462,Kelly Oubre Jr.,2018-19,6,0.146,6,0.500,4105
1463,Bol Bol,2019-20,6,2.752,6,0.500,218
1464,Luc Mbah a Moute,2016-17,6,0.150,4,1.250,4010
1465,Mychal Mulder,2020-21,6,0.354,5,1.400,1695
1466,KJ McDaniels,2014-15,6,0.224,6,1.500,2675
1467,CJ Miles,2017-18,6,0.194,6,1.167,3096
1468,Delon Wright,2020-21,6,0.170,5,0.400,3528
1469,Roy Hibbert,2014-15,6,0.164,5,0.400,3656
1470,Luke Kornet,2017-18,6,0.915,6,0.500,656
1471,Kevin Garnett,2014-15,6,0.328,6,1.500,1832
1472,Justin Holiday,2019-20,6,0.148,5,0.000,4066
1473,Channing Frye,2018-19,6,0.905,4,1.250,663
1474,Wesley Matthews,2017-18,6,0.143,6,1.000,4209
1475,Dwyane Wade,2018-19,6,0.155,5,0.400,3869
1476,Arnett Moultrie,2013-14,6,1.542,6,1.000,389
1477,Markieff Morris,2020-21,6,0.239,6,0.500,2511
1478,Danilo Gallinari,2015-16,6,0.164,6,0.500,3651
1479,Tim Hardaway Jr.,2013-14,6,0.169,5,1.200,3545
1480,Isaiah Thomas,2019-20,6,0.302,6,1.833,1987
1481,Kenrich Williams,2020-21,6,0.200,5,0.800,2998
1482,Corey Brewer,2017-18,6,0.210,6,0.333,2861
1483,Bradley Beal,2018-19,6,0.095,6,2.000,6290
1484,Jerome Jordan,2014-15,6,0.800,6,0.667,750
1485,Jared Dudley,2018-19,6,0.225,5,0.200,2661
1486,Nikola Vucevic,2015-16,6,0.152,5,0.000,3960
1487,Pau Gasol,2018-19,6,0.800,6,0.833,750
1488,Lance Thomas,2016-17,6,0.313,6,0.167,1916
1489,Richard Jefferson,2015-16,6,0.183,5,1.800,3284
1490,Willie Reed,2016-17,6,0.293,5,0.800,2050
1491,Kenrich Williams,2018-19,6,0.258,4,0.750,2327
1492,Jordan Bell,2019-20,6,1.099,6,2.167,546
1493,Joe Johnson,2013-14,6,0.107,6,1.167,5592
1494,Solomon Hill,2020-21,6,0.177,6,0.333,3381
1495,LeBron James,2020-21,6,0.168,6,1.000,3562
1496,Jeff Adrien,2014-15,6,1.386,6,2.500,433
1497,Dorian Finney-Smith,2019-20,6,0.128,5,1.200,4699
1498,Guerschon Yabusele,2017-18,6,1.073,6,1.333,559
1499,Luc Mbah a Moute,2015-16,6,0.222,5,0.400,2707
1500,Brandon Davies,2014-15,6,0.712,6,0.667,843
1501,Henry Sims,2015-16,6,1.126,6,0.000,533
1502,Ish Smith,2020-21,6,0.259,4,1.250,2320
1503,Jabari Parker,2014-15,6,0.410,6,0.833,1463
1504,Jon Leuer,2017-18,6,2.113,5,0.800,284
1505,J.J. Barea,2017-18,6,0.190,5,1.600,3163
1506,Stephen Zimmerman,2016-17,6,2.830,6,1.333,212
1507,Vince Carter,2013-14,6,0.143,6,0.333,4200
1508,Raul Neto,2020-21,6,0.178,6,0.333,3378
1509,Ryan Hollins,2013-14,6,0.601,6,0.000,998
1510,Miles Plumlee,2016-17,6,0.640,5,1.200,938
1511,Sterling Brown,2017-18,6,0.383,6,1.333,1565
1512,Mfiondu Kabengele,2019-20,6,4.615,6,1.167,130
1513,Rajon Rondo,2020-21,6,0.309,6,0.667,1942
1514,James Ennis III,2019-20,6,0.207,5,2.000,2904
1515,Paul George,2017-18,6,0.096,6,1.000,6258
1516,Greg Smith,2015-16,6,1.575,6,0.667,381
1517,Hedo Turkoglu,2013-14,6,0.712,5,0.400,843
1518,Gary Trent Jr.,2019-20,6,0.192,6,1.333,3119
1519,J.J. Barea,2019-20,6,0.653,6,0.500,919
1520,James Ennis III,2016-17,6,0.190,5,0.000,3160
1521,James Harden,2013-14,6,0.099,6,1.167,6032
1522,Ian Mahinmi,2014-15,6,0.270,6,0.333,2219
1523,Justise Winslow,2018-19,6,0.150,6,1.000,3994
1524,Ronny Turiaf,2013-14,6,0.503,6,1.167,1194
1525,Reggie Bullock,2018-19,6,0.155,4,1.750,3878
1526,Chris Andersen,2015-16,6,0.659,6,1.000,910
1527,Chris Paul,2017-18,6,0.128,5,0.600,4692
1528,Justin Holiday,2018-19,6,0.115,6,0.500,5237
1529,Stephen Curry,2016-17,6,0.088,6,1.167,6831
1530,Derrick Williams,2013-14,6,0.169,5,1.600,3554
1531,Evan Turner,2015-16,6,0.120,6,1.167,5018
1532,Royce O'Neale,2019-20,6,0.128,6,1.333,4672
1533,Vitor Faverani,2013-14,6,0.640,6,0.667,937
1534,Marques Bolden,2020-21,6,10.714,5,0.000,56
1535,Trae Young,2020-21,6,0.108,6,0.667,5572
1536,Kyle Anderson,2015-16,6,0.226,6,0.000,2652
1537,Ryan Kelly,2013-14,6,0.222,6,1.667,2707
1538,Gary Trent Jr.,2020-21,6,0.164,6,2.000,3663
1539,Klay Thompson,2015-16,6,0.083,6,0.333,7244
1540,P.J. Tucker,2013-14,6,0.121,6,0.667,4967
1541,Mike Miller,2016-17,6,1.942,6,1.333,309
1542,Shabazz Napier,2018-19,6,0.284,6,1.667,2115
1543,Luis Scola,2014-15,5,0.155,5,1.000,3236
1544,Andrew Bogut,2016-17,5,0.451,4,0.750,1109
1545,Jrue Holiday,2017-18,5,0.073,5,2.000,6849
1546,Paul Pierce,2016-17,5,0.682,5,1.800,733
1547,Justin Anderson,2017-18,5,0.444,4,0.000,1127
1548,Justin Jackson,2018-19,5,0.147,5,1.400,3405
1549,Mike Scott,2015-16,5,0.192,5,1.000,2606
1550,Kyrie Irving,2018-19,5,0.094,4,0.000,5301
1551,Vincent Poirier,2019-20,5,1.761,5,1.200,284
1552,Ricky Rubio,2020-21,5,0.134,5,2.000,3741
1553,Wesley Matthews,2016-17,5,0.107,5,1.200,4682
1554,James Jones,2016-17,5,0.616,4,0.500,812
1555,Mario Chalmers,2014-15,5,0.113,5,1.200,4412
1556,Paul Reed,2020-21,5,1.312,4,0.000,381
1557,James Michael McAdoo,2014-15,5,1.618,5,0.600,309
1558,Cameron Johnson,2019-20,5,0.194,5,1.200,2575
1559,Danny Green,2018-19,5,0.084,5,0.800,5937
1560,Khem Birch,2019-20,5,0.243,4,0.500,2061
1561,Luka Samanic,2020-21,5,0.804,5,1.000,622
1562,Jarrod Uthoff,2019-20,5,4.673,5,0.400,107
1563,Tacko Fall,2020-21,5,1.786,5,0.800,280
1564,Patty Mills,2020-21,5,0.140,5,0.600,3565
1565,Tyler Cook,2019-20,5,4.310,5,0.600,116
1566,Chris Paul,2020-21,5,0.087,5,0.400,5772
1567,Josh Jackson,2020-21,5,0.156,5,0.000,3202
1568,Spencer Dinwiddie,2017-18,5,0.110,2,1.000,4556
1569,Jamal Murray,2017-18,5,0.098,5,1.200,5104
1570,Nazr Mohammed,2013-14,5,0.486,5,1.000,1028
1571,Will Barton,2018-19,5,0.163,5,0.800,3067
1572,James Ennis III,2017-18,5,0.158,5,0.800,3158
1573,Malik Beasley,2020-21,5,0.197,5,0.400,2539
1574,Damyean Dotson,2018-19,5,0.123,5,0.400,4065
1575,Yogi Ferrell,2017-18,5,0.111,5,0.400,4508
1576,Seth Curry,2016-17,5,0.131,3,0.667,3815
1577,Carlos Boozer,2013-14,5,0.118,5,1.200,4253
1578,Shaun Livingston,2014-15,5,0.137,5,0.600,3641
1579,Wilson Chandler,2013-14,5,0.128,4,1.000,3894
1580,Luke Ridnour,2013-14,5,0.227,5,0.800,2205
1581,Bismack Biyombo,2013-14,5,0.239,5,1.400,2088
1582,Daniel Orton,2013-14,5,0.975,5,0.800,513
1583,Joel Anthony,2013-14,5,1.348,5,0.400,371
1584,Dillon Brooks,2020-21,5,0.106,4,0.750,4706
1585,Mike Scott,2014-15,5,0.202,4,0.500,2476
1586,Marcus Smart,2014-15,5,0.132,5,1.000,3790
1587,Jeff Green,2014-15,5,0.094,5,0.800,5341
1588,Victor Oladipo,2020-21,5,0.224,5,1.400,2237
1589,Alan Williams,2015-16,5,3.378,4,0.500,148
1590,Cody Zeller,2016-17,5,0.147,5,0.800,3391
1591,Raymond Felton,2015-16,5,0.108,4,0.500,4635
1592,Jonas Valanciunas,2018-19,5,0.222,5,1.200,2255
1593,Meyers Leonard,2014-15,5,0.271,5,2.000,1847
1594,Kemba Walker,2018-19,5,0.086,5,1.800,5828
1595,Mike Scott,2013-14,5,0.160,4,0.500,3120
1596,Joe Harris,2019-20,5,0.109,5,1.200,4568
1597,Devin Booker,2020-21,5,0.079,5,0.800,6332
1598,Caris LeVert,2017-18,5,0.135,5,1.600,3713
1599,Ish Smith,2019-20,5,0.131,4,1.250,3807
1600,Emeka Okafor,2017-18,5,0.649,5,1.600,771
1601,Cody Martin,2019-20,5,0.276,5,0.400,1812
1602,Torrey Craig,2018-19,5,0.136,3,1.667,3677
1603,Joe Ingles,2017-18,5,0.085,5,1.000,5877
1604,Rondae Hollis-Jefferson,2015-16,5,0.402,5,0.600,1244
1605,Ricky Rubio,2019-20,5,0.120,4,0.750,4172
1606,Cedi Osman,2020-21,5,0.164,4,1.250,3047
1607,Luke Kennard,2019-20,5,0.281,4,1.250,1778
1608,Kelly Oubre Jr.,2019-20,5,0.126,5,1.000,3981
1609,Brook Lopez,2013-14,5,0.493,5,0.800,1014
1610,Jordan Clarkson,2017-18,5,0.114,4,0.000,4399
1611,Justise Winslow,2020-21,5,0.460,4,1.000,1087
1612,Spencer Hawes,2015-16,5,0.231,5,1.400,2160
1613,Will Barton,2019-20,5,0.130,5,0.400,3841
1614,Trevor Booker,2013-14,5,0.156,5,0.800,3196
1615,Yuta Watanabe,2020-21,5,0.338,5,0.000,1481
1616,Glenn Robinson III,2020-21,5,0.649,5,0.400,771
1617,Klay Thompson,2014-15,5,0.077,5,0.800,6528
1618,Talen Horton-Tucker,2020-21,5,0.180,3,1.000,2785
1619,Dragan Bender,2016-17,5,0.455,5,0.400,1100
1620,Tony Snell,2019-20,5,0.155,5,1.800,3220
1621,Julius Randle,2020-21,5,0.088,5,0.000,5656
1622,Nikola Vucevic,2019-20,5,0.111,3,1.000,4488
1623,Richard Jefferson,2014-15,5,0.192,5,0.400,2608
1624,Alize Johnson,2018-19,5,3.571,4,1.750,140
1625,Toney Douglas,2015-16,5,0.197,4,1.250,2540
1626,Tony Bradley,2017-18,5,8.065,5,1.400,62
1627,Isaiah Hicks,2018-19,5,7.692,5,1.000,65
1628,Jordan Clarkson,2016-17,5,0.102,5,1.000,4895
1629,Mike Scott,2019-20,5,0.200,4,0.000,2506
1630,Royce O'Neale,2018-19,5,0.134,4,0.750,3729
1631,Maurice Harkless,2015-16,5,0.145,5,1.000,3458
1632,Keita Bates-Diop,2018-19,5,0.484,5,1.000,1033
1633,Henry Walker,2014-15,5,0.412,5,0.600,1214
1634,Austin Rivers,2016-17,5,0.118,5,1.000,4248
1635,D.J. Augustin,2014-15,5,0.132,5,1.000,3802
1636,Chimezie Metu,2018-19,5,1.684,5,1.000,297
1637,Giannis Antetokounmpo,2013-14,5,0.139,5,0.600,3586
1638,Mike Miller,2013-14,5,0.141,5,0.600,3544
1639,Aaron Gordon,2018-19,5,0.091,5,1.000,5500
1640,Solomon Hill,2018-19,5,0.267,5,1.000,1872
1641,Bradley Beal,2017-18,5,0.078,5,0.800,6378
1642,Damion Lee,2019-20,5,0.168,4,1.750,2982
1643,JaVale McGee,2014-15,5,0.945,5,0.800,529
1644,Delon Wright,2019-20,5,0.148,5,2.000,3381
1645,Zeke Nnaji,2020-21,5,0.580,3,1.000,862
1646,Michael Porter Jr.,2020-21,5,0.112,5,0.600,4464
1647,Corey Brewer,2016-17,5,0.191,3,0.667,2615
1648,Tim Hardaway Jr.,2019-20,5,0.106,5,0.000,4715
1649,Amar'e Stoudemire,2015-16,5,0.305,5,0.400,1638
1650,Mike Muscala,2019-20,5,0.403,5,0.400,1241
1651,Otto Porter Jr.,2015-16,5,0.107,5,0.000,4656
1652,Caleb Swanigan,2018-19,5,1.362,5,1.200,367
1653,Al Jefferson,2015-16,5,0.201,5,0.800,2484
1654,Gustavo Ayon,2013-14,5,0.605,5,1.000,827
1655,James Harden,2014-15,5,0.069,5,0.600,7207
1656,Daniel Gafford,2019-20,5,0.398,5,1.400,1256
1657,Mario Hezonja,2017-18,5,0.150,5,0.800,3325
1658,Malik Monk,2019-20,5,0.220,5,1.600,2272
1659,Ante Zizic,2019-20,5,1.119,5,0.600,447
1660,Malcolm Thomas,2014-15,5,1.266,5,1.200,395
1661,Alex Caruso,2019-20,5,0.143,4,0.750,3493
1662,Jared Dudley,2019-20,5,0.619,5,1.000,808
1663,Timofey Mozgov,2017-18,5,0.682,5,2.000,733
1664,Kyle Korver,2017-18,5,0.120,4,1.250,4169
1665,Kelly Oubre Jr.,2016-17,5,0.137,5,0.000,3638
1666,Treveon Graham,2018-19,5,0.294,5,1.800,1703
1667,Garrett Temple,2020-21,5,0.157,5,0.400,3186
1668,Jamal Crawford,2018-19,5,0.196,4,1.000,2548
1669,JaKarr Sampson,2018-19,5,1.953,5,0.200,256
1670,Allonzo Trier,2018-19,5,0.171,4,0.000,2932
1671,Stephen Curry,2020-21,5,0.104,5,0.200,4797
1672,Grayson Allen,2020-21,5,0.171,4,0.750,2928
1673,Terence Davis,2019-20,5,0.186,4,2.000,2695
1674,Jameer Nelson,2014-15,5,0.181,3,1.667,2755
1675,Vince Carter,2017-18,5,0.250,5,0.800,2002
1676,Larry Sanders,2013-14,5,0.466,5,1.400,1072
1677,Derrick White,2020-21,5,0.231,5,0.600,2163
1678,DaQuan Jeffries,2020-21,5,0.478,5,0.600,1046
1679,Gerald Green,2017-18,5,0.208,5,0.800,2404
1680,Stephen Curry,2013-14,5,0.081,5,1.400,6165
1681,Thabo Sefolosha,2018-19,5,0.380,5,0.400,1316
1682,Wesley Matthews,2020-21,5,0.197,5,1.000,2541
1683,Jamal Murray,2020-21,5,0.149,4,0.750,3365
1684,Norman Powell,2018-19,5,0.162,4,0.500,3081
1685,T.J. Warren,2016-17,5,0.121,5,0.800,4149
1686,Meyers Leonard,2013-14,5,0.680,5,1.000,735
1687,Francisco Garcia,2013-14,5,0.224,5,0.400,2229
1688,Eric Bledsoe,2016-17,5,0.115,4,2.000,4364
1689,Devin Booker,2015-16,5,0.117,5,1.000,4259
1690,Chasson Randle,2018-19,5,0.328,5,0.000,1523
1691,Lance Thomas,2014-15,5,0.178,4,1.250,2808
1692,Matt Bonner,2014-15,5,0.270,5,1.200,1854
1693,Anderson Varejao,2016-17,5,2.564,5,0.600,195
1694,Ben McLemore,2020-21,5,0.254,4,0.000,1971
1695,Luis Scola,2013-14,5,0.159,5,1.000,3145
1696,Jordan Mickey,2016-17,5,1.567,5,1.400,319