Screener Defender,Season,Picks,Picks Per 100 Possessions,Possessions,Points Per Chance,Possessions (Total),SSI Player ID
Davis Bertans,2021-22,31,8.267,26,0.654,375,ff42a38f-89ef-11e6-bb57-a45e60e298d3
Trevor Booker,2013-14,31,12.205,25,0.760,254,ff4277c5-89ef-11e6-926b-a45e60e298d3
Xavier Tillman,2020-21,31,28.972,29,1.345,107,6f81f6a8-9bdf-45e7-b034-e889bce73ce3
Danilo Gallinari,2020-21,31,3.491,27,1.036,888,ff41b782-89ef-11e6-a39f-a45e60e298d3
Nikola Jokic,2021-22,30,8.772,25,0.680,342,ff41306e-89ef-11e6-8903-a45e60e298d3
Boris Diaw,2016-17,30,7.895,28,0.893,380,ff42afb5-89ef-11e6-954e-a45e60e298d3
Taj Gibson,2013-14,30,11.070,24,0.720,271,ff42877a-89ef-11e6-a6cd-a45e60e298d3
Enes Freedom,2020-21,30,28.571,25,1.200,105,ff41d597-89ef-11e6-99f9-a45e60e298d3
Cody Zeller,2013-14,30,29.412,24,1.333,102,ff42a38f-89ef-11e6-bb6d-a45e60e298d3
Kevin Durant,2020-21,29,2.971,27,0.667,976,ff42cfdc-89ef-11e6-8347-a45e60e298d3
Max Strus,2021-22,29,2.894,29,0.931,1002,267de25c-42a5-403a-9fde-0be582ac053b
Drew Gooden,2014-15,29,8.215,27,0.893,353,ff41c1dc-89ef-11e6-a95d-a45e60e298d3
Jae Crowder,2020-21,28,1.932,25,1.120,1449,ff4213a6-89ef-11e6-89ce-a45e60e298d3
Paul George,2020-21,28,1.869,25,0.800,1498,ff412894-89ef-11e6-ac03-a45e60e298d3
Jakob Poeltl,2021-22,28,44.444,22,0.773,63,ca6b7e96-9060-4d5a-8bef-1a8b6ab230ec
Paul Millsap,2013-14,28,5.657,26,0.885,495,ff415538-89ef-11e6-9b07-a45e60e298d3
Jaylen Brown,2019-20,28,2.105,25,0.769,1330,a6904c1c-0dc5-41c8-a618-b3a276131726
Cristiano Felicio,2016-17,28,16.667,23,1.083,168,ff410d63-89ef-11e6-9df8-a45e60e298d3
  Nene,2018-19,28,27.184,23,1.000,103,ff4295ee-89ef-11e6-8d6a-a45e60e298d3
Montrezl Harrell,2018-19,28,8.309,25,1.308,337,ff42b4e8-89ef-11e6-a75d-a45e60e298d3
LeBron James,2014-15,28,1.776,25,1.320,1577,ff41e9f0-89ef-11e6-87b7-a45e60e298d3
Serge Ibaka,2021-22,27,55.102,23,0.609,49,ff41e09c-89ef-11e6-a26f-a45e60e298d3
Trevor Ariza,2020-21,27,13.300,23,0.652,203,ff41881e-89ef-11e6-ab27-a45e60e298d3
Chris Kaman,2014-15,27,38.571,25,1.160,70,ff42b84c-89ef-11e6-ad7e-a45e60e298d3
DeAndre Jordan,2021-22,27,46.552,24,1.583,58,ff401ff8-89ef-11e6-99ab-a45e60e298d3
D.J. Wilson,2018-19,27,30.000,25,0.920,90,8a7dd03d-8124-4597-9829-fd83b6c9690e
JaMychal Green,2016-17,27,12.857,26,1.038,210,ff42e921-89ef-11e6-a705-a45e60e298d3
Nic Claxton,2020-21,27,10.506,22,0.739,257,f81eb8fd-e5bf-4f94-8610-1c9461771056
Omer Yurtseven,2021-22,27,35.065,21,0.667,77,6811ad75-3527-4bfc-b0bc-8fd46ec62535
Chris Andersen,2015-16,27,18.493,23,1.042,146,ff419e1e-89ef-11e6-b934-a45e60e298d3
Andre Drummond,2021-22,27,17.881,21,0.957,151,ff415268-89ef-11e6-a137-a45e60e298d3
Jason Smith,2016-17,27,8.438,24,1.125,320,ff42bb1c-89ef-11e6-91a1-a45e60e298d3
Khem Birch,2021-22,27,23.276,24,0.958,116,57554ed9-0c8b-44cc-9673-827e94e5239f
Elton Brand,2013-14,26,16.456,21,0.667,158,ff41300a-89ef-11e6-9df7-a45e60e298d3
P.J. Tucker,2018-19,26,3.059,24,0.640,850,ff41362b-89ef-11e6-babd-a45e60e298d3
Jeff Ayres,2013-14,26,21.667,20,1.000,120,ff42ac8c-89ef-11e6-847d-a45e60e298d3
Tyler Hansbrough,2013-14,26,46.429,21,1.048,56,ff42870a-89ef-11e6-ae3c-a45e60e298d3
Aron Baynes,2014-15,26,30.233,25,0.960,86,ff413e73-89ef-11e6-a5df-a45e60e298d3
Al-Farouq Aminu,2018-19,25,3.106,21,0.476,805,ff41c24a-89ef-11e6-9d40-a45e60e298d3
Jakob Poeltl,2020-21,25,37.313,20,1.048,67,ca6b7e96-9060-4d5a-8bef-1a8b6ab230ec
Hassan Whiteside,2021-22,25,20.325,17,0.833,123,ff425d2b-89ef-11e6-8e2c-a45e60e298d3
Nerlens Noel,2018-19,25,20.661,23,0.958,121,ff41260a-89ef-11e6-a369-a45e60e298d3
James Jones,2014-15,25,4.230,17,1.056,591,ff417ae3-89ef-11e6-b660-a45e60e298d3
Marcus Morris Sr.,2017-18,25,2.302,23,1.130,1086,ff429d26-89ef-11e6-a6f3-a45e60e298d3
Tristan Thompson,2020-21,24,7.407,19,0.750,324,ff41f1fa-89ef-11e6-a048-a45e60e298d3
Marreese Speights,2013-14,24,18.045,22,0.636,133,ff42334c-89ef-11e6-86f9-a45e60e298d3
Terrence Jones,2013-14,24,8.989,18,1.000,267,ff4141c5-89ef-11e6-bcb1-a45e60e298d3
Pau Gasol,2017-18,24,13.559,24,0.542,177,ff4292c5-89ef-11e6-9469-a45e60e298d3
Kevin Durant,2016-17,24,2.168,20,1.450,1107,ff42cfdc-89ef-11e6-8347-a45e60e298d3
JaVale McGee,2021-22,24,9.302,20,1.250,258,ff41d4eb-89ef-11e6-8055-a45e60e298d3
Andre Drummond,2018-19,24,9.125,21,1.381,263,ff415268-89ef-11e6-a137-a45e60e298d3
Kevin Seraphin,2016-17,24,20.513,22,0.909,117,ff419645-89ef-11e6-9aa0-a45e60e298d3
Robin Lopez,2019-20,23,52.273,22,1.182,44,ff425eb3-89ef-11e6-9fb5-a45e60e298d3
Thaddeus Young,2021-22,23,13.450,20,1.250,171,ff42dffd-89ef-11e6-a58a-a45e60e298d3
Luol Deng,2015-16,23,2.497,21,0.667,921,ff4296de-89ef-11e6-9961-a45e60e298d3
Jason Thompson,2015-16,23,22.115,18,1.167,104,ff41874c-89ef-11e6-9279-a45e60e298d3
Jayson Tatum,2021-22,23,1.187,20,0.550,1937,986b713a-b20b-4eb0-919e-c859d0508af7
Kris Humphries,2015-16,23,21.698,21,0.524,106,ff41b014-89ef-11e6-b808-a45e60e298d3
Ed Davis,2018-19,22,26.506,20,0.750,83,ff41853a-89ef-11e6-9ab7-a45e60e298d3
Eric Moreland,2018-19,22,35.484,19,0.789,62,ff414c00-89ef-11e6-9707-a45e60e298d3
Tiago Splitter,2014-15,22,9.167,19,0.737,240,ff427ab3-89ef-11e6-9d30-a45e60e298d3
Rashard Lewis,2013-14,22,3.813,20,0.700,577,ff427263-89ef-11e6-bede-a45e60e298d3
Clint Capela,2015-16,22,23.158,19,0.579,95,ff414a2b-89ef-11e6-a46a-a45e60e298d3
Joe Johnson,2015-16,22,2.407,19,0.789,914,ff420245-89ef-11e6-a51a-a45e60e298d3
Drew Gooden,2013-14,22,8.462,20,0.550,260,ff41c1dc-89ef-11e6-a95d-a45e60e298d3
Mike Muscala,2015-16,22,17.188,20,1.000,128,ff421b63-89ef-11e6-8715-a45e60e298d3
Serge Ibaka,2020-21,21,61.765,18,0.833,34,ff41e09c-89ef-11e6-a26f-a45e60e298d3
O.G. Anunoby,2019-20,21,2.658,18,0.722,790,4603eded-4510-46ea-bd45-33456d037024
Naz Reid,2021-22,21,13.043,18,0.611,161,6c971d53-3cd2-452e-af3e-bef339ad3929
Boris Diaw,2015-16,21,6.931,18,0.722,303,ff42afb5-89ef-11e6-954e-a45e60e298d3
Bam Adebayo,2020-21,21,7.394,19,1.000,284,61fc6b15-5ce2-4613-a67b-f15bada3aa57
Marquese Chriss,2021-22,21,32.813,18,1.389,64,9508237c-85e2-4121-b4da-f11687f79fdf
Amir Johnson,2013-14,21,5.915,17,1.176,355,ff4157f5-89ef-11e6-be80-a45e60e298d3
Bismack Biyombo,2021-22,21,12.651,20,1.250,166,ff401757-89ef-11e6-994b-a45e60e298d3
Hassan Whiteside,2017-18,21,13.043,18,0.474,161,ff425d2b-89ef-11e6-8e2c-a45e60e298d3
Robert Covington,2019-20,21,2.717,18,0.778,773,ff416430-89ef-11e6-88da-a45e60e298d3
Jeff Withey,2016-17,21,52.500,17,1.000,40,ff42c514-89ef-11e6-b37e-a45e60e298d3
Gorgui Dieng,2021-22,20,55.556,17,1.000,36,ff42d4e6-89ef-11e6-b14e-a45e60e298d3
Khem Birch,2019-20,20,10.256,20,0.750,195,57554ed9-0c8b-44cc-9673-827e94e5239f
Kelly Olynyk,2014-15,20,21.277,15,1.667,94,ff426326-89ef-11e6-a607-a45e60e298d3
Jarrett Allen,2021-22,20,28.571,18,1.158,70,330616b8-1619-4685-93e8-26ce79ee94df
Zach Randolph,2013-14,20,4.545,19,1.263,440,ff423145-89ef-11e6-8a8a-a45e60e298d3
Zaza Pachulia,2017-18,20,39.216,18,0.833,51,ff403f19-89ef-11e6-8e8d-a45e60e298d3
Taj Gibson,2016-17,19,8.120,17,1.353,234,ff42877a-89ef-11e6-a6cd-a45e60e298d3
Blake Griffin,2015-16,19,7.600,17,0.706,250,ff41ff8a-89ef-11e6-95d3-a45e60e298d3
Chuck Hayes,2013-14,19,28.788,15,0.400,66,ff421c87-89ef-11e6-94c9-a45e60e298d3
Luis Scola,2015-16,19,7.090,16,0.500,268,ff41f423-89ef-11e6-b90f-a45e60e298d3
Spencer Hawes,2014-15,19,16.102,19,0.947,118,ff412eca-89ef-11e6-8c22-a45e60e298d3
James Harden,2016-17,19,2.360,16,1.000,805,ff42a0d4-89ef-11e6-9944-a45e60e298d3
Mike Scott,2017-18,19,7.451,15,0.867,255,ff4161eb-89ef-11e6-a423-a45e60e298d3
Ryan Anderson,2017-18,19,9.845,19,0.947,193,ff418d17-89ef-11e6-95e4-a45e60e298d3
Lucas Nogueira,2017-18,19,40.426,16,1.500,47,ff4147e8-89ef-11e6-a064-a45e60e298d3
Nic Claxton,2021-22,19,7.422,17,0.706,256,f81eb8fd-e5bf-4f94-8610-1c9461771056
Kosta Koufos,2013-14,18,20.930,15,1.400,86,ff41fdee-89ef-11e6-855b-a45e60e298d3
Bam Adebayo,2017-18,18,10.778,17,0.882,167,61fc6b15-5ce2-4613-a67b-f15bada3aa57
Kawhi Leonard,2019-20,18,1.737,16,1.000,1036,ff427a33-89ef-11e6-ab99-a45e60e298d3
Paul Millsap,2020-21,18,8.867,14,1.643,203,ff415538-89ef-11e6-9b07-a45e60e298d3
P.J. Tucker,2020-21,18,1.315,18,0.722,1369,ff41362b-89ef-11e6-babd-a45e60e298d3
Jeff Green,2014-15,18,3.152,15,0.933,571,ff4177f3-89ef-11e6-95d8-a45e60e298d3
Tobias Harris,2020-21,18,2.000,18,1.056,900,ff42df0c-89ef-11e6-b53b-a45e60e298d3
Kelly Olynyk,2017-18,18,5.960,17,0.941,302,ff426326-89ef-11e6-a607-a45e60e298d3
Kendrick Perkins,2014-15,18,26.866,17,0.765,67,ff427f26-89ef-11e6-949e-a45e60e298d3
Nikola Mirotic,2016-17,18,5.902,15,1.467,305,ff429e85-89ef-11e6-a63b-a45e60e298d3
Jared Dudley,2018-19,17,9.605,16,1.000,177,ff4130dc-89ef-11e6-ba64-a45e60e298d3
Gorgui Dieng,2019-20,17,56.667,15,1.563,30,ff42d4e6-89ef-11e6-b14e-a45e60e298d3
Spencer Hawes,2016-17,17,58.621,13,0.643,29,ff412eca-89ef-11e6-8c22-a45e60e298d3
Luka Doncic,2021-22,17,1.622,16,1.375,1048,6b3245e8-9d2b-4aa3-b3da-e94924613ab8
Dwight Powell,2015-16,17,14.530,15,1.200,117,ff41d302-89ef-11e6-b0a0-a45e60e298d3
Tobias Harris,2021-22,17,1.934,16,1.313,879,ff42df0c-89ef-11e6-b53b-a45e60e298d3
Al Horford,2019-20,17,6.693,17,1.059,254,ff427c2e-89ef-11e6-8d2a-a45e60e298d3
Nazr Mohammed,2014-15,17,62.963,15,0.375,27,ff41667d-89ef-11e6-9109-a45e60e298d3
Shawn Marion,2013-14,17,4.485,15,1.667,379,ff429991-89ef-11e6-a91a-a45e60e298d3
Donatas Motiejunas,2018-19,17,51.515,14,0.857,33,ff41d763-89ef-11e6-8b59-a45e60e298d3
Klay Thompson,2021-22,17,1.073,17,0.647,1585,ff41a31e-89ef-11e6-8405-a45e60e298d3
Wenyen Gabriel,2019-20,17,13.600,13,0.769,125,dc8bf4b7-3703-4655-b3da-f6d4c79ddd5b
Meyers Leonard,2016-17,16,27.119,15,1.000,59,ff416f5c-89ef-11e6-9530-a45e60e298d3
Jordan Hill,2015-16,16,55.172,11,1.000,29,ff418de6-89ef-11e6-914b-a45e60e298d3
JaVale McGee,2020-21,16,21.918,14,1.000,73,ff41d4eb-89ef-11e6-8055-a45e60e298d3
JaMychal Green,2015-16,16,11.765,14,1.429,136,ff42e921-89ef-11e6-a705-a45e60e298d3
Kawhi Leonard,2020-21,16,1.914,15,1.267,836,ff427a33-89ef-11e6-ab99-a45e60e298d3
Kevin Love,2014-15,16,7.767,13,1.385,206,ff42aecf-89ef-11e6-8cb8-a45e60e298d3
Tristan Thompson,2021-22,16,19.753,16,0.875,81,ff41f1fa-89ef-11e6-a048-a45e60e298d3
Pascal Siakam,2018-19,16,0.913,15,0.467,1752,3ebb6711-5a0a-4810-922a-9ac3826ad193
Charles Bassey,2021-22,15,60.000,11,1.182,25,089bae1f-5cd7-438c-8ebb-061918727a25
Cody Zeller,2020-21,15,23.810,13,1.385,63,ff42a38f-89ef-11e6-bb6d-a45e60e298d3
Jeff Green,2015-16,15,4.934,11,1.364,304,ff4177f3-89ef-11e6-95d8-a45e60e298d3
Patrick Patterson,2014-15,15,7.282,10,1.300,206,ff4174a1-89ef-11e6-a875-a45e60e298d3
Boban Marjanovic,2020-21,15,9.202,13,0.571,163,ff421770-89ef-11e6-b651-a45e60e298d3
LeBron James,2019-20,15,0.980,13,1.000,1531,ff41e9f0-89ef-11e6-87b7-a45e60e298d3
James Harden,2020-21,15,2.408,13,0.923,623,ff42a0d4-89ef-11e6-9944-a45e60e298d3
Dwight Powell,2020-21,15,15.625,13,0.692,96,ff41d302-89ef-11e6-b0a0-a45e60e298d3
Kevin Durant,2021-22,15,3.464,15,0.667,433,ff42cfdc-89ef-11e6-8347-a45e60e298d3
Danilo Gallinari,2018-19,15,3.488,12,1.083,430,ff41b782-89ef-11e6-a39f-a45e60e298d3
Blake Griffin,2021-22,15,31.250,14,0.571,48,ff41ff8a-89ef-11e6-95d3-a45e60e298d3
Goga Bitadze,2020-21,15,18.072,12,1.000,83,f1a41179-981f-4475-9efe-52c4d8071d8f
Daniel Theis,2018-19,15,16.667,13,0.846,90,64c01255-432f-4e9b-a475-6f8c38e8e882
JaVale McGee,2015-16,15,55.556,12,0.923,27,ff41d4eb-89ef-11e6-8055-a45e60e298d3
Jonas Jerebko,2015-16,15,4.559,13,1.077,329,ff4137d9-89ef-11e6-ad62-a45e60e298d3
Nick Collison,2015-16,14,9.272,13,1.000,151,ff42462b-89ef-11e6-a23e-a45e60e298d3
Jordan Bell,2017-18,14,4.167,13,1.231,336,07a35d50-2dd1-4476-a9ac-b6e7154ce069
Jae Crowder,2015-16,14,3.509,12,1.167,399,ff4213a6-89ef-11e6-89ce-a45e60e298d3
Joe Johnson,2016-17,14,2.247,11,0.636,623,ff420245-89ef-11e6-a51a-a45e60e298d3
Miles Bridges,2021-22,14,22.222,12,1.000,63,b9a042ea-bb42-499a-af74-746d6f8c029a
Solomon Hill,2017-18,14,5.645,12,1.000,248,ff4029c7-89ef-11e6-b1ae-a45e60e298d3
Nikola Mirotic,2018-19,14,2.240,12,0.917,625,ff429e85-89ef-11e6-a63b-a45e60e298d3
LeBron James,2016-17,14,0.952,13,1.000,1470,ff41e9f0-89ef-11e6-87b7-a45e60e298d3
Boban Marjanovic,2015-16,14,17.949,13,1.308,78,ff421770-89ef-11e6-b651-a45e60e298d3
Markieff Morris,2020-21,14,19.718,10,0.900,71,ff41cb11-89ef-11e6-8285-a45e60e298d3
James Harden,2018-19,14,1.636,12,0.500,856,ff42a0d4-89ef-11e6-9944-a45e60e298d3
Mamadi Diakite,2020-21,14,19.178,13,0.846,73,1c5814fe-5268-42a8-b63a-e4e9a83329a5
Montrezl Harrell,2021-22,14,42.424,11,1.273,33,ff42b4e8-89ef-11e6-a75d-a45e60e298d3
Ivica Zubac,2021-22,14,16.092,11,0.917,87,4364572d-1c61-49fe-a083-495a2ebe45d5
Georges Niang,2021-22,14,3.675,11,1.636,381,50996799-4e5d-4748-aa34-1d82c22a2151
James Harden,2017-18,14,1.149,13,1.154,1218,ff42a0d4-89ef-11e6-9944-a45e60e298d3
LeBron James,2017-18,14,0.804,12,0.583,1742,ff41e9f0-89ef-11e6-87b7-a45e60e298d3
Harrison Barnes,2013-14,14,4.389,13,1.308,319,ff42689e-89ef-11e6-ba3e-a45e60e298d3
James Harden,2019-20,14,1.549,11,1.000,904,ff42a0d4-89ef-11e6-9944-a45e60e298d3
James Harden,2021-22,14,1.549,12,1.500,904,ff42a0d4-89ef-11e6-9944-a45e60e298d3
Mike Scott,2020-21,14,20.290,11,0.364,69,ff4161eb-89ef-11e6-a423-a45e60e298d3
Al-Farouq Aminu,2016-17,14,5.882,14,0.714,238,ff41c24a-89ef-11e6-9d40-a45e60e298d3
Terance Mann,2020-21,13,1.776,11,0.545,732,43dcd2b9-2845-490a-9fc4-d610c433ac4c
Andre Iguodala,2019-20,13,1.529,10,1.182,850,ff41b642-89ef-11e6-8ec0-a45e60e298d3
Serge Ibaka,2017-18,13,2.524,13,1.077,515,ff41e09c-89ef-11e6-a26f-a45e60e298d3
Evan Mobley,2021-22,13,9.155,11,1.091,142,c5188d06-f3c3-46b5-a539-1fc037f82b08
Montrezl Harrell,2020-21,13,13.265,10,1.400,98,ff42b4e8-89ef-11e6-a75d-a45e60e298d3
Robert Covington,2020-21,13,2.870,9,1.000,453,ff416430-89ef-11e6-88da-a45e60e298d3
Andre Iguodala,2021-22,13,10.744,10,0.900,121,ff41b642-89ef-11e6-8ec0-a45e60e298d3
Jonah Bolden,2018-19,13,7.831,11,1.273,166,e980dacc-45d0-4506-9abc-8d572cafe0ae
Domantas Sabonis,2017-18,13,4.221,12,0.692,308,800c3b36-c941-4605-ae99-9ce2b60edbdf
Otto Porter Jr.,2021-22,13,1.796,11,1.545,724,ff420a7a-89ef-11e6-972c-a45e60e298d3
Jabari Parker,2017-18,13,3.951,10,1.000,329,ff428c78-89ef-11e6-a777-a45e60e298d3
Perry Jones III,2013-14,13,13.000,10,0.800,100,ff4230b8-89ef-11e6-bc2a-a45e60e298d3
Ekpe Udoh,2017-18,13,28.261,13,0.692,46,ff4166f5-89ef-11e6-8268-a45e60e298d3
Thaddeus Young,2014-15,12,3.288,9,0.778,365,ff42dffd-89ef-11e6-a58a-a45e60e298d3
Jonas Jerebko,2016-17,12,4.598,11,2.000,261,ff4137d9-89ef-11e6-ad62-a45e60e298d3
Jimmy Butler,2019-20,12,0.756,12,0.250,1587,ff41f5c7-89ef-11e6-8f93-a45e60e298d3
LeBron James,2013-14,12,0.884,9,0.889,1358,ff41e9f0-89ef-11e6-87b7-a45e60e298d3
Andrew Wiggins,2021-22,12,0.782,12,0.750,1535,ff4187ba-89ef-11e6-9d60-a45e60e298d3
Kawhi Leonard,2013-14,12,0.853,10,0.900,1406,ff427a33-89ef-11e6-ab99-a45e60e298d3
Jae Crowder,2016-17,12,1.036,12,1.333,1158,ff4213a6-89ef-11e6-89ce-a45e60e298d3
O.G. Anunoby,2021-22,12,2.970,11,1.455,404,4603eded-4510-46ea-bd45-33456d037024
Jae Crowder,2019-20,12,0.920,11,1.091,1304,ff4213a6-89ef-11e6-89ce-a45e60e298d3
Reggie Jackson,2020-21,12,1.001,10,0.900,1199,ff423c7a-89ef-11e6-94b0-a45e60e298d3
